分拣中心,日期,小时,货量
19,2023/12/1,1,712.24333
20,2023/12/1,1,614.9359809248834
21,2023/12/1,1,506.2418939437819
22,2023/12/1,1,619.9462274811605
23,2023/12/1,1,540.0622069779039
24,2023/12/1,1,727.9596183726594
25,2023/12/1,1,1996.4603592951048
26,2023/12/1,1,1490.083187510854
27,2023/12/1,1,486.2317551975995
28,2023/12/1,1,486.2317551975995
29,2023/12/1,1,490.25332792731655
30,2023/12/1,1,490.25332792731655
31,2023/12/1,1,936.9818535519748
32,2023/12/1,1,877.8907631056469
34,2023/12/1,1,1049.9110940993858
35,2023/12/1,1,2002.0854310584562
36,2023/12/1,1,889.0314797029508
37,2023/12/1,1,718.7219676975782
38,2023/12/1,1,718.7219676975782
39,2023/12/1,1,718.7219676975782
40,2023/12/1,1,718.7219676975782
41,2023/12/1,1,718.7219676975782
43,2023/12/1,1,917.7049152
44,2023/12/1,1,917.7049152
46,2023/12/1,1,4165.842973911244
47,2023/12/1,1,4165.842973911244
48,2023/12/1,1,196.70984824105398
49,2023/12/1,1,759.1836812153797
51,2023/12/1,1,1467.1370235697846
52,2023/12/1,1,480.47868709403946
53,2023/12/1,1,1184.0855584287951
54,2023/12/1,1,743.5811573
55,2023/12/1,1,743.5811573
56,2023/12/1,1,724.7865408287491
57,2023/12/1,1,967.6603057178675
58,2023/12/1,1,6.190468226402571
60,2023/12/1,1,2164.7159519197626
61,2023/12/1,1,151.49498150820685
63,2023/12/1,1,342.2235231748114
66,2023/12/1,1,142.55934489214343
68,2023/12/1,1,140.74521158981062
1,2023/12/1,2,5014.220423725942
2,2023/12/1,2,1291.3726811453505
3,2023/12/1,2,1479.5608224835605
4,2023/12/1,2,1619.077131565778
5,2023/12/1,2,2968.49416
6,2023/12/1,2,2602.8016072456903
7,2023/12/1,2,4401.2305930793755
8,2023/12/1,2,4388.662180955782
9,2023/12/1,2,2891.3074509277667
10,2023/12/1,2,2214.7691539210673
12,2023/12/1,2,652.9343376310308
14,2023/12/1,2,228.1955481443466
15,2023/12/1,2,228.1955481443466
16,2023/12/1,2,289.96472252589706
17,2023/12/1,2,1865.1563865361018
18,2023/12/1,2,763.7346133366966
19,2023/12/1,2,742.9858972822681
20,2023/12/1,2,645.3342235745113
21,2023/12/1,2,528.8635502762751
22,2023/12/1,2,662.0775296
23,2023/12/1,2,575.6624022468851
24,2023/12/1,2,715.7666608945191
25,2023/12/1,2,1673.4830704540107
26,2023/12/1,2,1204.135743
27,2023/12/1,2,486.55277930139505
28,2023/12/1,2,486.55277930139505
29,2023/12/1,2,487.4317607828765
30,2023/12/1,2,492.2617824525923
31,2023/12/1,2,959.6847611115172
32,2023/12/1,2,847.4379598681097
34,2023/12/1,2,982.9319699394637
35,2023/12/1,2,1843.422807172933
36,2023/12/1,2,875.8011035477223
37,2023/12/1,2,719.0638975221395
38,2023/12/1,2,719.0638975221395
39,2023/12/1,2,719.0638975221395
40,2023/12/1,2,719.0638975221395
41,2023/12/1,2,719.0638975221395
43,2023/12/1,2,918.0468450229865
44,2023/12/1,2,918.0468450229865
46,2023/12/1,2,4160.727043355688
47,2023/12/1,2,4160.727043355688
48,2023/12/1,2,196.70984824105398
49,2023/12/1,2,759.5400336162148
51,2023/12/1,2,1475.497012219025
52,2023/12/1,2,480.47868709403946
53,2023/12/1,2,1150.0240543703626
54,2023/12/1,2,743.5811573
55,2023/12/1,2,743.5811573
56,2023/12/1,2,724.7865408287491
57,2023/12/1,2,1003.1085501972235
58,2023/12/1,2,6.190468226402571
60,2023/12/1,2,4498.978416
61,2023/12/1,2,227.9954642085695
63,2023/12/1,2,428.356161
66,2023/12/1,2,142.3642134
68,2023/12/1,2,140.5500800761512
1,2023/12/1,3,5014.220423725942
2,2023/12/1,3,1128.5732525217697
3,2023/12/1,3,2117.1783260708644
4,2023/12/1,3,2072.8084723905636
5,2023/12/1,3,2960.3346939178628
6,2023/12/1,3,2619.801375821015
7,2023/12/1,3,4394.612108162331
8,2023/12/1,3,4382.043696038738
9,2023/12/1,3,2802.364242183731
10,2023/12/1,3,2243.555496221011
12,2023/12/1,3,666.1170751618503
14,2023/12/1,3,208.00111590425274
15,2023/12/1,3,208.00111590425274
16,2023/12/1,3,284.3893313324319
17,2023/12/1,3,1878.706438093494
18,2023/12/1,3,761.9802955240453
19,2023/12/1,3,738.1785448
20,2023/12/1,3,641.8414543984086
21,2023/12/1,3,526.1780809621459
22,2023/12/1,3,664.0145969467806
23,2023/12/1,3,578.6630674437517
24,2023/12/1,3,711.810498
25,2023/12/1,3,1703.0649360119244
26,2023/12/1,3,1226.1433329144552
27,2023/12/1,3,478.44117855453214
28,2023/12/1,3,478.44117855453214
29,2023/12/1,3,479.3201600360136
30,2023/12/1,3,479.3201600360136
31,2023/12/1,3,1249.814993768728
32,2023/12/1,3,493.1359999456107
34,2023/12/1,3,564.1693717353618
35,2023/12/1,3,1715.9752701288887
36,2023/12/1,3,875.4743631465694
37,2023/12/1,3,711.2047436
38,2023/12/1,3,711.2047436
39,2023/12/1,3,711.2047436
40,2023/12/1,3,711.2047436
41,2023/12/1,3,711.2047436
43,2023/12/1,3,914.3752307562473
44,2023/12/1,3,923.3829161819328
46,2023/12/1,3,4064.569582883184
47,2023/12/1,3,4064.569582883184
48,2023/12/1,3,193.66128624132529
49,2023/12/1,3,898.0557729
51,2023/12/1,3,1483.223184689564
52,2023/12/1,3,480.47868709403946
53,2023/12/1,3,862.0299345138923
54,2023/12/1,3,743.5811573
55,2023/12/1,3,743.5811573
56,2023/12/1,3,724.7865408287491
57,2023/12/1,3,1338.2872833858107
58,2023/12/1,3,6.190468226402571
60,2023/12/1,3,4498.978416
61,2023/12/1,3,218.55555183808315
63,2023/12/1,3,419.5620153243334
66,2023/12/1,3,133.93772129913097
68,2023/12/1,3,132.1235879967982
1,2023/12/1,4,4800.206805999577
2,2023/12/1,4,1153.1548789047808
3,2023/12/1,4,1851.721338730032
4,2023/12/1,4,2888.775414441721
5,2023/12/1,4,2966.8143528438745
6,2023/12/1,4,2641.1761170071773
7,2023/12/1,4,4210.873714456088
8,2023/12/1,4,4183.896419180551
9,2023/12/1,4,2710.7968757106737
10,2023/12/1,4,2262.1159927380445
12,2023/12/1,4,649.5671631600089
14,2023/12/1,4,200.91923335902018
15,2023/12/1,4,200.91923335902018
16,2023/12/1,4,282.8462287359543
17,2023/12/1,4,1878.706438093494
18,2023/12/1,4,763.0874708487206
19,2023/12/1,4,737.7848823078459
20,2023/12/1,4,641.4477919334224
21,2023/12/1,4,525.0276805292456
22,2023/12/1,4,661.0553237986325
23,2023/12/1,4,575.7037942956035
24,2023/12/1,4,710.7149947129288
25,2023/12/1,4,1712.619410725335
26,2023/12/1,4,1232.2130672890853
27,2023/12/1,4,478.44117855453214
28,2023/12/1,4,478.44117855453214
29,2023/12/1,4,479.3201600360136
30,2023/12/1,4,479.3201600360136
31,2023/12/1,4,1267.065323626712
32,2023/12/1,4,493.1359999456107
34,2023/12/1,4,564.1693717353618
35,2023/12/1,4,1711.4012280139812
36,2023/12/1,4,875.0385962
37,2023/12/1,4,711.2047436
38,2023/12/1,4,711.2047436
39,2023/12/1,4,711.2047436
40,2023/12/1,4,711.2047436
41,2023/12/1,4,711.2047436
43,2023/12/1,4,914.3752307562473
44,2023/12/1,4,923.3829161819328
46,2023/12/1,4,3439.2456953742203
47,2023/12/1,4,3439.2456953742203
48,2023/12/1,4,193.08352400356307
49,2023/12/1,4,822.9469041588484
51,2023/12/1,4,1474.1559538274118
52,2023/12/1,4,480.47868709403946
53,2023/12/1,4,787.9092775756861
54,2023/12/1,4,743.5811573
55,2023/12/1,4,743.5811573
56,2023/12/1,4,724.7865408287491
57,2023/12/1,4,1338.2872833858107
58,2023/12/1,4,6.190468226402571
60,2023/12/1,4,3938.3686279108647
61,2023/12/1,4,224.04395406422546
63,2023/12/1,4,424.1622357322939
66,2023/12/1,4,138.90303547486064
68,2023/12/1,4,137.19610024016066
1,2023/12/1,5,3376.1387997078896
2,2023/12/1,5,1172.1528279116683
3,2023/12/1,5,880.7593283056633
4,2023/12/1,5,1592.901259446361
5,2023/12/1,5,2430.1599583703783
6,2023/12/1,5,2617.0192846649315
7,2023/12/1,5,3155.228442
8,2023/12/1,5,3025.8541472501597
9,2023/12/1,5,2229.829815267892
10,2023/12/1,5,2287.5240088659457
12,2023/12/1,5,619.9186710983079
14,2023/12/1,5,200.25443413874726
15,2023/12/1,5,200.47860080541392
16,2023/12/1,5,281.4617863278507
17,2023/12/1,5,1596.0865981856723
18,2023/12/1,5,763.7110819598316
19,2023/12/1,5,738.4084934
20,2023/12/1,5,640.1060935
21,2023/12/1,5,525.3306681068852
22,2023/12/1,5,667.2480749230701
23,2023/12/1,5,576.6226239
24,2023/12/1,5,631.9235728792958
25,2023/12/1,5,430.02723489229595
26,2023/12/1,5,474.99361203154706
27,2023/12/1,5,480.0334007767543
28,2023/12/1,5,476.8397896656432
29,2023/12/1,5,480.0156301214836
30,2023/12/1,5,478.91656526477175
31,2023/12/1,5,1284.5539658307723
32,2023/12/1,5,493.2466254
34,2023/12/1,5,566.2745041691448
35,2023/12/1,5,1722.1437392108758
36,2023/12/1,5,875.3256
37,2023/12/1,5,708.2538171406188
38,2023/12/1,5,709.5745863713881
39,2023/12/1,5,709.5745863713881
40,2023/12/1,5,709.5745863713881
41,2023/12/1,5,708.9083043
43,2023/12/1,5,911.9718043240053
44,2023/12/1,5,921.7908533860543
46,2023/12/1,5,3294.9070570581844
47,2023/12/1,5,3302.3880237248513
48,2023/12/1,5,190.71425632679538
49,2023/12/1,5,717.4734888625244
51,2023/12/1,5,1049.7299172497785
52,2023/12/1,5,480.84463153848395
53,2023/12/1,5,810.3236706094074
54,2023/12/1,5,742.5556239457296
55,2023/12/1,5,742.5556239457296
56,2023/12/1,5,723.7610074954158
57,2023/12/1,5,304.17928188289983
58,2023/12/1,5,10.156545915996926
60,2023/12/1,5,2217.5244537188214
61,2023/12/1,5,227.38603068205214
63,2023/12/1,5,425.79613186883705
66,2023/12/1,5,164.6263553116171
68,2023/12/1,5,163.64860803492863
1,2023/12/1,6,3617.26769
2,2023/12/1,6,1193.3835717566683
3,2023/12/1,6,746.9312179455202
4,2023/12/1,6,999.168963
5,2023/12/1,6,1526.0827823786274
6,2023/12/1,6,1616.940174
7,2023/12/1,6,1994.6349292058874
8,2023/12/1,6,2014.541562019631
9,2023/12/1,6,1696.2618397349056
10,2023/12/1,6,1643.3201449367157
12,2023/12/1,6,684.6323072111642
14,2023/12/1,6,136.72832750471466
15,2023/12/1,6,243.4562332414157
16,2023/12/1,6,261.7602097360539
17,2023/12/1,6,987.9732457090911
18,2023/12/1,6,771.8358277927163
19,2023/12/1,6,746.6994064
20,2023/12/1,6,302.4441482608076
21,2023/12/1,6,301.6627267475493
22,2023/12/1,6,614.0281575348927
23,2023/12/1,6,419.3621540707108
24,2023/12/1,6,551.6298924823744
25,2023/12/1,6,1612.8202091271794
26,2023/12/1,6,505.8881757
27,2023/12/1,6,503.11589621940095
28,2023/12/1,6,215.9689885544179
29,2023/12/1,6,698.2093941750846
30,2023/12/1,6,608.2426735712045
31,2023/12/1,6,683.5899216184786
32,2023/12/1,6,440.6647446656546
34,2023/12/1,6,1061.6699302417642
35,2023/12/1,6,1004.2425238732831
36,2023/12/1,6,124.52073032725508
37,2023/12/1,6,103.12701040221256
38,2023/12/1,6,391.71229759862814
39,2023/12/1,6,317.7917457430643
40,2023/12/1,6,319.7152894858755
41,2023/12/1,6,254.2893263918029
43,2023/12/1,6,995.2581189618937
44,2023/12/1,6,984.3663775662527
46,2023/12/1,6,910.5150698949465
47,2023/12/1,6,2888.6258590440293
48,2023/12/1,6,152.69359626580004
49,2023/12/1,6,216.57662211766595
51,2023/12/1,6,434.00382853534575
52,2023/12/1,6,437.94500249937545
53,2023/12/1,6,287.3409879625725
54,2023/12/1,6,1052.058251150129
55,2023/12/1,6,533.4408890694822
56,2023/12/1,6,426.2207207028522
57,2023/12/1,6,580.0696367705183
58,2023/12/1,6,110.57714699404244
60,2023/12/1,6,1114.3699573253887
61,2023/12/1,6,214.68730325294214
63,2023/12/1,6,404.8589518668313
66,2023/12/1,6,44.34367098444491
68,2023/12/1,6,88.77213438229968
1,2023/12/1,7,3617.26769
2,2023/12/1,7,1219.5082160998982
3,2023/12/1,7,772.4147353279316
4,2023/12/1,7,1031.0804059552372
5,2023/12/1,7,1651.0178011396654
6,2023/12/1,7,1813.4542187305997
7,2023/12/1,7,2238.1281201576603
8,2023/12/1,7,2268.8176598376863
9,2023/12/1,7,1927.558803009799
10,2023/12/1,7,1846.5509877970267
12,2023/12/1,7,682.4592388350958
14,2023/12/1,7,134.14983068352822
15,2023/12/1,7,242.0921660999152
16,2023/12/1,7,259.8641981501091
17,2023/12/1,7,988.5837122
18,2023/12/1,7,769.1307368383378
19,2023/12/1,7,740.7041210503103
20,2023/12/1,7,261.4616864838649
21,2023/12/1,7,256.07920938064376
22,2023/12/1,7,546.9116843
23,2023/12/1,7,318.91898723123495
24,2023/12/1,7,506.83595675481155
25,2023/12/1,7,1639.614985427956
26,2023/12/1,7,482.26534572852376
27,2023/12/1,7,480.9631316130477
28,2023/12/1,7,175.88652876858913
29,2023/12/1,7,650.2643491306421
30,2023/12/1,7,453.65563737474906
31,2023/12/1,7,523.4177539527151
32,2023/12/1,7,345.66135494785095
34,2023/12/1,7,1058.4794687033025
35,2023/12/1,7,1004.2425238732831
36,2023/12/1,7,121.08656366058838
37,2023/12/1,7,99.69284373554589
38,2023/12/1,7,390.12115870973923
39,2023/12/1,7,316.2006068541755
40,2023/12/1,7,318.1241505969866
41,2023/12/1,7,252.69818750291407
43,2023/12/1,7,999.5452129789876
44,2023/12/1,7,985.7124299
46,2023/12/1,7,905.4861671171689
47,2023/12/1,7,2885.7360812662514
48,2023/12/1,7,150.41770737691112
49,2023/12/1,7,211.6913650969089
51,2023/12/1,7,420.1197845282693
52,2023/12/1,7,424.5533394446799
53,2023/12/1,7,259.31920146796415
54,2023/12/1,7,1041.6045924199707
55,2023/12/1,7,517.4808446113541
56,2023/12/1,7,409.03859330821615
57,2023/12/1,7,577.3654100805416
58,2023/12/1,7,107.68736921626468
60,2023/12/1,7,2323.8673402025584
61,2023/12/1,7,214.68730325294214
63,2023/12/1,7,413.1791749678796
66,2023/12/1,7,52.46234896080234
68,2023/12/1,7,89.32687982139599
1,2023/12/1,8,3662.907574708948
2,2023/12/1,8,1222.3898797903746
3,2023/12/1,8,775.2963990184078
4,2023/12/1,8,1037.9345720555648
5,2023/12/1,8,1669.5147580643609
6,2023/12/1,8,1872.558775876159
7,2023/12/1,8,2449.5284629177013
8,2023/12/1,8,2481.7091137088387
9,2023/12/1,8,2020.157111549176
10,2023/12/1,8,1936.3001723901748
12,2023/12/1,8,700.8228605612037
14,2023/12/1,8,133.1834539
15,2023/12/1,8,251.64951273866615
16,2023/12/1,8,268.7184794293829
17,2023/12/1,8,990.8694783078483
18,2023/12/1,8,769.8037857159081
19,2023/12/1,8,741.3771699278806
20,2023/12/1,8,258.50916949427125
21,2023/12/1,8,254.75829374875678
22,2023/12/1,8,573.4868932024742
23,2023/12/1,8,329.3110844660684
24,2023/12/1,8,510.1478594903176
25,2023/12/1,8,1678.6620601807458
26,2023/12/1,8,497.5961051853683
27,2023/12/1,8,491.4336956683882
28,2023/12/1,8,179.37847174091894
29,2023/12/1,8,670.7384183470352
30,2023/12/1,8,487.58048026214414
31,2023/12/1,8,561.2348565131532
32,2023/12/1,8,351.8880938059763
34,2023/12/1,8,1187.016819146376
35,2023/12/1,8,1275.003570176903
36,2023/12/1,8,121.35906811691636
37,2023/12/1,8,101.04553386826647
38,2023/12/1,8,395.9956206569713
39,2023/12/1,8,321.8531922581977
40,2023/12/1,8,324.1180212674665
41,2023/12/1,8,256.3788030747888
43,2023/12/1,8,1063.1481532966147
44,2023/12/1,8,1054.524870360368
46,2023/12/1,8,939.7761351638638
47,2023/12/1,8,2891.6194145995846
48,2023/12/1,8,154.4247199371263
49,2023/12/1,8,225.42608228575958
51,2023/12/1,8,459.2046224619682
52,2023/12/1,8,460.5282031955569
53,2023/12/1,8,223.91356593923712
54,2023/12/1,8,1059.7407023285805
55,2023/12/1,8,510.97116587162475
56,2023/12/1,8,400.8947328235008
57,2023/12/1,8,576.7221399586881
58,2023/12/1,8,106.32529309793856
60,2023/12/1,8,2841.106820756929
61,2023/12/1,8,213.1023699196088
63,2023/12/1,8,420.0334977
66,2023/12/1,8,51.547536914378085
68,2023/12/1,8,162.26318812951087
1,2023/12/1,9,3662.907574708948
2,2023/12/1,9,1223.6874401306188
3,2023/12/1,9,774.3775118
4,2023/12/1,9,1030.999222673587
5,2023/12/1,9,1669.668792786583
6,2023/12/1,9,1889.899193
7,2023/12/1,9,2525.9682471597107
8,2023/12/1,9,2558.1488979508476
9,2023/12/1,9,2053.597949720687
10,2023/12/1,9,1959.1351097544637
12,2023/12/1,9,731.4817031022548
14,2023/12/1,9,133.5388005867548
15,2023/12/1,9,259.9383356181707
16,2023/12/1,9,272.66418326126836
17,2023/12/1,9,994.4736042567787
18,2023/12/1,9,771.7159211070871
19,2023/12/1,9,743.2893053190594
20,2023/12/1,9,258.0154667847636
21,2023/12/1,9,255.9243767535349
22,2023/12/1,9,573.7539777495697
23,2023/12/1,9,331.5276927213906
24,2023/12/1,9,511.44443152481904
25,2023/12/1,9,1685.9558002360125
26,2023/12/1,9,496.1641370593297
27,2023/12/1,9,491.8170995467068
28,2023/12/1,9,180.5702465376415
29,2023/12/1,9,678.8713758993774
30,2023/12/1,9,494.82484391326074
31,2023/12/1,9,571.4671495837783
32,2023/12/1,9,355.0715148648269
34,2023/12/1,9,1216.8503910116099
35,2023/12/1,9,1344.2022878308985
36,2023/12/1,9,120.73442129151954
37,2023/12/1,9,100.42088704286965
38,2023/12/1,9,397.68108118990244
39,2023/12/1,9,323.2748066372827
40,2023/12/1,9,325.53963564655146
41,2023/12/1,9,257.3604174538738
43,2023/12/1,9,1083.8832351027397
44,2023/12/1,9,1076.3359839125246
46,2023/12/1,9,950.1980969233689
47,2023/12/1,9,2920.0689655060055
48,2023/12/1,9,159.68230324294066
49,2023/12/1,9,248.7205127
51,2023/12/1,9,491.53131780337156
52,2023/12/1,9,487.54240774178413
53,2023/12/1,9,245.29205844589586
54,2023/12/1,9,1069.9317937606863
55,2023/12/1,9,510.69171959567853
56,2023/12/1,9,400.6152865475546
57,2023/12/1,9,577.0031698732179
58,2023/12/1,9,106.02555235719781
60,2023/12/1,9,2833.055487423596
61,2023/12/1,9,211.5430744215245
63,2023/12/1,9,421.95845443579617
66,2023/12/1,9,49.85417565
68,2023/12/1,9,165.60573685762319
1,2023/12/1,10,3662.907574708948
2,2023/12/1,10,1224.6865111984403
3,2023/12/1,10,778.3590816606304
4,2023/12/1,10,1043.7710975169714
5,2023/12/1,10,1689.0354889811365
6,2023/12/1,10,1954.996193047256
7,2023/12/1,10,2749.8414181627927
8,2023/12/1,10,2775.9813745094857
9,2023/12/1,10,2114.108569682939
10,2023/12/1,10,2012.9936846569499
12,2023/12/1,10,730.2946966973535
14,2023/12/1,10,134.95033553380358
15,2023/12/1,10,262.7591093
16,2023/12/1,10,275.4849569380747
17,2023/12/1,10,995.8462983264104
18,2023/12/1,10,773.5746510190127
19,2023/12/1,10,745.1480352309852
20,2023/12/1,10,258.4313259254853
21,2023/12/1,10,254.84309303711368
22,2023/12/1,10,571.7480651532563
23,2023/12/1,10,330.64085292727526
24,2023/12/1,10,509.55495538115474
25,2023/12/1,10,1707.027499460149
26,2023/12/1,10,493.19548356190177
27,2023/12/1,10,489.7263011007006
28,2023/12/1,10,182.19188369885265
29,2023/12/1,10,693.8286072825696
30,2023/12/1,10,515.2621906
31,2023/12/1,10,601.7382089003399
32,2023/12/1,10,356.6900484593033
34,2023/12/1,10,1222.599711233936
35,2023/12/1,10,1345.8970342077102
36,2023/12/1,10,120.9054997228921
37,2023/12/1,10,100.5919654742422
38,2023/12/1,10,398.03363104745233
39,2023/12/1,10,323.62735649483255
40,2023/12/1,10,325.8921855041013
41,2023/12/1,10,257.71296731142365
43,2023/12/1,10,1087.9278955454513
44,2023/12/1,10,1082.354321915149
46,2023/12/1,10,951.6759877210243
47,2023/12/1,10,2938.4846215906614
48,2023/12/1,10,159.25067515066434
49,2023/12/1,10,261.3326856309682
51,2023/12/1,10,504.2491114726312
52,2023/12/1,10,493.01811321996365
53,2023/12/1,10,243.9813422466528
54,2023/12/1,10,1067.711496527691
55,2023/12/1,10,505.5797508577171
56,2023/12/1,10,396.80620719396086
57,2023/12/1,10,576.6095448847035
58,2023/12/1,10,106.65816118882724
60,2023/12/1,10,2829.315912
61,2023/12/1,10,211.5430744215245
63,2023/12/1,10,430.1081717618214
66,2023/12/1,10,49.23071647669127
68,2023/12/1,10,170.74328379048518
1,2023/12/1,11,3662.907574708948
2,2023/12/1,11,1234.6237552268888
3,2023/12/1,11,784.5163803167118
4,2023/12/1,11,1056.3625285000069
5,2023/12/1,11,1705.6221310123399
6,2023/12/1,11,1972.1735567583125
7,2023/12/1,11,2804.2924284219725
8,2023/12/1,11,2830.432384768665
9,2023/12/1,11,2065.7540054625015
10,2023/12/1,11,1981.478796239541
12,2023/12/1,11,722.0990091732789
14,2023/12/1,11,134.9076400336816
15,2023/12/1,11,329.3597468382056
16,2023/12/1,11,296.3150742007642
17,2023/12/1,11,999.4360251401889
18,2023/12/1,11,771.9568450090461
19,2023/12/1,11,743.5302292210185
20,2023/12/1,11,254.95624022203188
21,2023/12/1,11,252.89290574635868
22,2023/12/1,11,563.2308594831536
23,2023/12/1,11,327.0170796183169
24,2023/12/1,11,468.82666591702554
25,2023/12/1,11,1718.159568802076
26,2023/12/1,11,438.0636792914862
27,2023/12/1,11,457.99848708330654
28,2023/12/1,11,179.62195238574913
29,2023/12/1,11,694.1868813620429
30,2023/12/1,11,522.6522046478251
31,2023/12/1,11,615.1739351073243
32,2023/12/1,11,354.4670788527479
34,2023/12/1,11,1214.9833350576828
35,2023/12/1,11,1344.1740832177886
36,2023/12/1,11,120.45428735056343
37,2023/12/1,11,99.95422322174153
38,2023/12/1,11,399.99975218751297
39,2023/12/1,11,325.8866026348932
40,2023/12/1,11,328.15143164416196
41,2023/12/1,11,258.97666175586807
43,2023/12/1,11,1082.951828294828
44,2023/12/1,11,1079.7839919600433
46,2023/12/1,11,945.9125596960872
47,2023/12/1,11,2970.9509548547735
48,2023/12/1,11,159.0541088808231
49,2023/12/1,11,265.5756025794046
51,2023/12/1,11,502.07965428737043
52,2023/12/1,11,490.8486560347028
53,2023/12/1,11,261.1014882322321
54,2023/12/1,11,1076.3506580247063
55,2023/12/1,11,491.5928708233662
56,2023/12/1,11,388.0468813192183
57,2023/12/1,11,568.4232939
58,2023/12/1,11,104.37597315463918
60,2023/12/1,11,2678.2110032885225
61,2023/12/1,11,210.36805295687805
63,2023/12/1,11,333.89368951512677
66,2023/12/1,11,31.668175074984706
68,2023/12/1,11,160.9232483324165
1,2023/12/1,12,3662.907574708948
2,2023/12/1,12,1235.5336697568034
3,2023/12/1,12,784.7761284679433
4,2023/12/1,12,1062.7835898932683
5,2023/12/1,12,1729.886935437694
6,2023/12/1,12,2048.237509002802
7,2023/12/1,12,2970.9833815335483
8,2023/12/1,12,2997.123337880241
9,2023/12/1,12,2073.7317337543845
10,2023/12/1,12,2020.6098790597462
12,2023/12/1,12,728.4375706812154
14,2023/12/1,12,128.64766093102313
15,2023/12/1,12,332.4166036229616
16,2023/12/1,12,297.87086591711756
17,2023/12/1,12,991.5456506631739
18,2023/12/1,12,768.7269852273715
19,2023/12/1,12,740.3003694
20,2023/12/1,12,250.3674041862194
21,2023/12/1,12,245.2533958819239
22,2023/12/1,12,532.2769568562896
23,2023/12/1,12,315.9797785103534
24,2023/12/1,12,505.72592140064506
25,2023/12/1,12,1814.316313204405
26,2023/12/1,12,426.06474727836445
27,2023/12/1,12,441.5160843575643
28,2023/12/1,12,169.11632553085727
29,2023/12/1,12,676.2784967155078
30,2023/12/1,12,506.5617841
31,2023/12/1,12,608.0382897821008
32,2023/12/1,12,346.23389143700393
34,2023/12/1,12,1214.3549821635681
35,2023/12/1,12,1299.1032417729432
36,2023/12/1,12,117.72198371513075
37,2023/12/1,12,99.85377450379279
38,2023/12/1,12,398.5679060336668
39,2023/12/1,12,324.4547565
40,2023/12/1,12,326.71958549031586
41,2023/12/1,12,257.54481560202197
43,2023/12/1,12,1091.2453402957897
44,2023/12/1,12,1064.3620954176968
46,2023/12/1,12,884.1312212
47,2023/12/1,12,2984.7130289797224
48,2023/12/1,12,162.02205919138208
49,2023/12/1,12,264.49229004012085
51,2023/12/1,12,500.5171646561095
52,2023/12/1,12,489.6818713018889
53,2023/12/1,12,269.47884238256603
54,2023/12/1,12,1073.7034575416146
55,2023/12/1,12,493.1337936628722
56,2023/12/1,12,389.58780415872457
57,2023/12/1,12,571.9701057
