分拣中心,日期,班次,正式工,临时工
分拣中心_SC63,2023-12-23,16:00-24:00,9.0,25.0
分拣中心_SC63,2023-12-24,00:00-08:00,8.0,145.0
分拣中心_SC63,2023-12-24,05:00-13:00,33.0,38.0
分拣中心_SC63,2023-12-24,08:00-16:00,3.0,31.0
分拣中心_SC63,2023-12-24,12:00-20:00,8.0,34.0
分拣中心_SC63,2023-12-24,14:00-22:00,2.0,5.0
分拣中心_SC63,2023-12-24,16:00-24:00,6.0,0.0
分拣中心_SC63,2023-12-25,00:00-08:00,10.0,149.0
分拣中心_SC63,2023-12-25,05:00-13:00,22.0,38.0
分拣中心_SC63,2023-12-25,08:00-16:00,3.0,28.0
分拣中心_SC63,2023-12-25,12:00-20:00,14.0,13.0
分拣中心_SC63,2023-12-25,14:00-22:00,10.0,4.0
分拣中心_SC63,2023-12-25,16:00-24:00,1.0,15.0
分拣中心_SC63,2023-12-26,00:00-08:00,10.0,152.0
分拣中心_SC63,2023-12-26,05:00-13:00,11.0,49.0
分拣中心_SC63,2023-12-26,08:00-16:00,13.0,9.0
分拣中心_SC63,2023-12-26,12:00-20:00,5.0,29.0
分拣中心_SC63,2023-12-26,14:00-22:00,8.0,5.0
分拣中心_SC63,2023-12-26,16:00-24:00,13.0,0.0
分拣中心_SC63,2023-12-27,00:00-08:00,6.0,191.0
分拣中心_SC63,2023-12-27,05:00-13:00,11.0,57.0
分拣中心_SC63,2023-12-27,08:00-16:00,1.0,37.0
分拣中心_SC63,2023-12-27,12:00-20:00,13.0,32.0
分拣中心_SC63,2023-12-27,14:00-22:00,23.0,6.0
分拣中心_SC63,2023-12-27,16:00-24:00,6.0,13.0
分拣中心_SC63,2023-12-28,00:00-08:00,7.0,96.0
分拣中心_SC63,2023-12-28,05:00-13:00,10.0,34.0
分拣中心_SC63,2023-12-28,08:00-16:00,7.0,33.0
分拣中心_SC63,2023-12-28,12:00-20:00,21.0,21.0
分拣中心_SC63,2023-12-28,14:00-22:00,9.0,9.0
分拣中心_SC63,2023-12-28,16:00-24:00,6.0,15.0
分拣中心_SC63,2023-12-29,00:00-08:00,6.0,67.0
分拣中心_SC63,2023-12-29,05:00-13:00,8.0,46.0
分拣中心_SC63,2023-12-29,08:00-16:00,0.0,24.0
分拣中心_SC63,2023-12-29,12:00-20:00,4.0,35.0
分拣中心_SC63,2023-12-29,14:00-22:00,14.0,18.0
分拣中心_SC63,2023-12-29,16:00-24:00,27.0,28.0
分拣中心_SC63,2023-12-30,00:00-08:00,5.0,163.0
分拣中心_SC63,2023-12-30,05:00-13:00,8.0,77.0
分拣中心_SC63,2023-12-30,08:00-16:00,7.0,38.0
分拣中心_SC63,2023-12-30,12:00-20:00,4.0,50.0
分拣中心_SC63,2023-12-30,14:00-22:00,27.0,10.0
分拣中心_SC63,2023-12-30,16:00-24:00,9.0,25.0
分拣中心_SC63,2023-12-31,00:00-08:00,11.0,141.0
分拣中心_SC63,2023-12-31,05:00-13:00,25.0,48.0
分拣中心_SC63,2023-12-31,08:00-16:00,2.0,32.0
分拣中心_SC63,2023-12-31,12:00-20:00,16.0,24.0
分拣中心_SC63,2023-12-31,14:00-22:00,3.0,3.0
分拣中心_SC63,2023-12-31,16:00-24:00,3.0,3.0
