date,SC_id,hour,year,month,day,weekday,predicted_volume
2023/11/01,49,6,2023,11,1,2,222.70809825727017
2023/11/01,51,6,2023,11,1,2,449.79957206728596
2023/11/01,52,6,2023,11,1,2,453.1203044358742
2023/11/01,53,6,2023,11,1,2,294.2050754005856
2023/11/01,54,6,2023,11,1,2,1060.9632693136934
2023/11/01,55,6,2023,11,1,2,562.0955881431275
2023/11/01,56,6,2023,11,1,2,454.58901650561177
2023/11/01,57,6,2023,11,1,2,597.095057736459
2023/11/01,58,6,2023,11,1,2,111.17948032737576
2023/11/01,60,6,2023,11,1,2,1114.3699573253887
2023/11/01,61,6,2023,11,1,2,216.03284376798265
2023/11/01,63,6,2023,11,1,2,415.6695054522496
2023/11/01,66,6,2023,11,1,2,42.49243985208943
2023/11/01,68,6,2023,11,1,2,88.99620184261713
2023/11/01,1,7,2023,11,1,2,3617.26768961578
2023/11/01,2,7,2023,11,1,2,1298.4454819587017
2023/11/01,3,7,2023,11,1,2,816.2358497524405
2023/11/01,4,7,2023,11,1,2,1047.9845093957838
2023/11/01,5,7,2023,11,1,2,1726.6539314240545
2023/11/01,6,7,2023,11,1,2,1917.5397684027628
2023/11/01,7,7,2023,11,1,2,2466.6296620344547
2023/11/01,8,7,2023,11,1,2,2477.8416307208754
2023/11/01,9,7,2023,11,1,2,2028.7098330486783
2023/11/01,10,7,2023,11,1,2,1923.9004982922459
2023/11/01,12,7,2023,11,1,2,684.4158823376646
2023/11/01,14,7,2023,11,1,2,140.5023246861438
2023/11/01,15,7,2023,11,1,2,252.07235945824675
2023/11/01,16,7,2023,11,1,2,268.6308915084406
2023/11/01,17,7,2023,11,1,2,1059.9456593758007
2023/11/01,18,7,2023,11,1,2,889.6347128192332
2023/11/01,19,7,2023,11,1,2,858.5519172948298
2023/11/01,20,7,2023,11,1,2,279.04350829898664
2023/11/01,21,7,2023,11,1,2,258.8343188372164
2023/11/01,22,7,2023,11,1,2,548.6808273117427
2023/11/01,23,7,2023,11,1,2,321.17428967231126
2023/11/01,24,7,2023,11,1,2,509.213731640503
2023/11/01,25,7,2023,11,1,2,1682.6473792570876
2023/11/01,26,7,2023,11,1,2,500.6216221959407
2023/11/01,27,7,2023,11,1,2,504.4387148031539
2023/11/01,28,7,2023,11,1,2,188.74563036937064
2023/11/01,29,7,2023,11,1,2,679.6176052555155
2023/11/01,30,7,2023,11,1,2,483.2544797244309
2023/11/01,31,7,2023,11,1,2,549.0180775120087
2023/11/01,32,7,2023,11,1,2,363.0103074753585
2023/11/01,34,7,2023,11,1,2,1137.3223717770854
2023/11/01,35,7,2023,11,1,2,1054.5867069073831
2023/11/01,36,7,2023,11,1,2,134.10661349867016
2023/11/01,37,7,2023,11,1,2,112.69182638792782
2023/11/01,38,7,2023,11,1,2,469.9484384822826
2023/11/01,39,7,2023,11,1,2,385.0932537896422
2023/11/01,40,7,2023,11,1,2,388.7350599042736
2023/11/01,41,7,2023,11,1,2,300.7856292854816
2023/11/01,43,7,2023,11,1,2,1139.8989502910576
2023/11/01,44,7,2023,11,1,2,1121.2916866187281
2023/11/01,46,7,2023,11,1,2,1002.8686675728834
2023/11/01,47,7,2023,11,1,2,2915.841863012283
2023/11/01,48,7,2023,11,1,2,154.56695919494322
2023/11/01,49,7,2023,11,1,2,215.60752377619568
2023/11/01,51,7,2023,11,1,2,433.70021059989176
2023/11/01,52,7,2023,11,1,2,437.5133239208608
2023/11/01,53,7,2023,11,1,2,263.96797144565977
2023/11/01,54,7,2023,11,1,2,1048.2942931232174
2023/11/01,55,7,2023,11,1,2,544.4704345580152
2023/11/01,56,7,2023,11,1,2,435.7417799839914
2023/11/01,57,7,2023,11,1,2,593.44360882426
2023/11/01,58,7,2023,11,1,2,107.34248032737581
2023/11/01,60,7,2023,11,1,2,2323.8673402025584
2023/11/01,61,7,2023,11,1,2,216.03284376798265
2023/11/01,63,7,2023,11,1,2,425.1224190294883
2023/11/01,66,7,2023,11,1,2,51.00848106737877
2023/11/01,68,7,2023,11,1,2,89.74876779453398
2023/11/01,1,8,2023,11,1,2,3662.907574708948
2023/11/01,2,8,2023,11,1,2,1301.245601006321
2023/11/01,3,8,2023,11,1,2,819.0359688000594
2023/11/01,4,8,2023,11,1,2,1054.0477905754763
2023/11/01,5,8,2023,11,1,2,1745.8352931106547
2023/11/01,6,8,2023,11,1,2,2008.314722207123
2023/11/01,7,8,2023,11,1,2,2731.126173370582
2023/11/01,8,8,2023,11,1,2,2742.338142057003
2023/11/01,9,8,2023,11,1,2,2150.080696660457
2023/11/01,10,8,2023,11,1,2,2033.704121074677
2023/11/01,12,8,2023,11,1,2,701.4903253198112
2023/11/01,14,8,2023,11,1,2,140.5023246861438
2023/11/01,15,8,2023,11,1,2,261.64303943033104
2023/11/01,16,8,2023,11,1,2,277.4985061210478
2023/11/01,17,8,2023,11,1,2,1060.9432032354498
2023/11/01,18,8,2023,11,1,2,890.6322566788822
2023/11/01,19,8,2023,11,1,2,859.5494611544789
2023/11/01,20,8,2023,11,1,2,276.41548629147195
2023/11/01,21,8,2023,11,1,2,257.0709751104852
2023/11/01,22,8,2023,11,1,2,574.8136081525467
2023/11/01,23,8,2023,11,1,2,331.12395881230043
2023/11/01,24,8,2023,11,1,2,512.0832062811648
2023/11/01,25,8,2023,11,1,2,1719.8545509795745
2023/11/01,26,8,2023,11,1,2,512.0019807639186
2023/11/01,27,8,2023,11,1,2,512.2595062995716
2023/11/01,28,8,2023,11,1,2,190.93336223058938
2023/11/01,29,8,2023,11,1,2,696.3842864896861
2023/11/01,30,8,2023,11,1,2,512.3678358641714
2023/11/01,31,8,2023,11,1,2,582.0236933247922
2023/11/01,32,8,2023,11,1,2,364.5362465876595
2023/11/01,34,8,2023,11,1,2,1269.265832683404
2023/11/01,35,8,2023,11,1,2,1327.0748581329012
2023/11/01,36,8,2023,11,1,2,134.85287292551783
2023/11/01,37,8,2023,11,1,2,115.72690028405904
2023/11/01,38,8,2023,11,1,2,470.3772794784512
2023/11/01,39,8,2023,11,1,2,385.5220947858108
2023/11/01,40,8,2023,11,1,2,389.5051861668999
2023/11/01,41,8,2023,11,1,2,300.7856292854816
2023/11/01,43,8,2023,11,1,2,1195.817629998566
