Date,Shift,Employee Type,Employee ID
2023-11-01,Shift3,Full Time,102
2023-11-01,Shift3,Full Time,43
2023-11-01,Shift3,Full Time,37
2023-11-01,Shift3,Full Time,82
2023-11-01,Shift3,Full Time,151
2023-11-01,Shift3,Full Time,157
2023-11-01,Shift3,Full Time,12
2023-11-01,Shift3,Full Time,134
2023-11-01,Shift3,Full Time,8
2023-11-01,Shift3,Full Time,65
2023-11-01,Shift3,Full Time,121
2023-11-01,Shift3,Full Time,79
2023-11-01,Shift3,Full Time,145
2023-11-01,Shift3,Full Time,26
2023-11-01,Shift3,Full Time,73
2023-11-01,Shift4,Full Time,128
2023-11-01,Shift4,Full Time,198
2023-11-01,Shift4,Full Time,167
2023-11-01,Shift4,Full Time,51
2023-11-01,Shift4,Full Time,194
2023-11-01,Shift4,Full Time,45
2023-11-01,Shift4,Full Time,115
2023-11-01,Shift4,Full Time,180
2023-11-01,Shift4,Full Time,107
2023-11-01,Shift4,Full Time,35
2023-11-01,Shift4,Full Time,91
2023-11-01,Shift4,Full Time,126
2023-11-01,Shift4,Full Time,39
2023-11-01,Shift4,Full Time,22
2023-11-01,Shift4,Full Time,161
2023-11-01,Shift4,Full Time,133
2023-11-01,Shift4,Full Time,149
2023-11-01,Shift4,Full Time,197
2023-11-01,Shift4,Full Time,74
2023-11-01,Shift4,Full Time,5
2023-11-01,Shift4,Full Time,15
2023-11-01,Shift4,Full Time,16
2023-11-01,Shift4,Full Time,122
2023-11-01,Shift4,Full Time,110
2023-11-01,Shift4,Full Time,113
2023-11-01,Shift4,Full Time,106
2023-11-01,Shift4,Full Time,62
2023-11-01,Shift4,Full Time,92
2023-11-01,Shift4,Full Time,21
2023-11-01,Shift4,Full Time,34
2023-11-01,Shift5,Full Time,59
2023-11-01,Shift5,Full Time,50
2023-11-01,Shift5,Full Time,193
2023-11-01,Shift5,Full Time,25
2023-11-01,Shift5,Full Time,31
2023-11-01,Shift5,Full Time,147
2023-11-01,Shift5,Full Time,109
2023-11-01,Shift5,Full Time,155
2023-11-01,Shift5,Full Time,58
2023-11-01,Shift5,Full Time,7
2023-11-01,Shift5,Full Time,127
2023-11-01,Shift5,Full Time,77
2023-11-01,Shift5,Full Time,124
2023-11-01,Shift5,Full Time,129
2023-11-01,Shift5,Full Time,13
2023-11-01,Shift5,Full Time,175
2023-11-01,Shift5,Full Time,40
2023-11-01,Shift5,Full Time,131
2023-11-01,Shift5,Full Time,42
2023-11-01,Shift5,Full Time,60
2023-11-01,Shift5,Full Time,48
2023-11-01,Shift5,Full Time,120
2023-11-01,Shift5,Full Time,184
2023-11-01,Shift5,Full Time,2
2023-11-01,Shift5,Full Time,170
2023-11-01,Shift5,Full Time,136
2023-11-01,Shift5,Full Time,171
2023-11-01,Shift5,Full Time,104
2023-11-01,Shift5,Full Time,141
2023-11-01,Shift5,Full Time,1
2023-11-01,Shift5,Full Time,46
2023-11-01,Shift5,Full Time,185
2023-11-01,Shift5,Full Time,169
2023-11-01,Shift6,Full Time,83
2023-11-01,Shift6,Full Time,23
2023-11-01,Shift6,Full Time,179
2023-11-01,Shift6,Full Time,195
2023-11-01,Shift6,Full Time,33
2023-11-01,Shift6,Full Time,36
2023-11-01,Shift6,Full Time,84
2023-11-01,Shift6,Full Time,41
2023-11-01,Shift6,Full Time,140
2023-11-01,Shift6,Full Time,159
2023-11-01,Shift6,Full Time,183
2023-11-01,Shift6,Full Time,176
2023-11-01,Shift6,Full Time,63
2023-11-01,Shift6,Full Time,108
2023-11-01,Shift6,Full Time,173
2023-11-01,Shift6,Full Time,100
2023-11-01,Shift6,Full Time,111
2023-11-01,Shift6,Full Time,162
2023-11-01,Shift6,Full Time,68
2023-11-01,Shift6,Full Time,66
2023-11-01,Shift6,Full Time,67
2023-11-01,Shift6,Full Time,80
2023-11-01,Shift6,Full Time,87
2023-11-01,Shift6,Full Time,71
2023-11-01,Shift6,Full Time,97
2023-11-01,Shift6,Full Time,132
2023-11-01,Shift6,Full Time,49
2023-11-01,Shift6,Full Time,190
2023-11-01,Shift6,Full Time,101
2023-11-01,Shift6,Full Time,182
2023-11-01,Shift6,Full Time,196
2023-11-01,Shift6,Full Time,30
2023-11-01,Shift6,Full Time,168
2023-11-01,Shift6,Full Time,44
2023-11-01,Shift6,Full Time,18
2023-11-01,Shift6,Full Time,14
2023-11-01,Shift6,Full Time,0
2023-11-01,Shift6,Full Time,78
2023-11-01,Shift6,Full Time,11
2023-11-01,Shift6,Full Time,153
2023-11-02,Shift1,Full Time,95
2023-11-02,Shift1,Full Time,47
2023-11-02,Shift1,Full Time,102
2023-11-02,Shift1,Full Time,154
2023-11-02,Shift1,Full Time,43
2023-11-02,Shift1,Full Time,11
2023-11-02,Shift1,Full Time,116
2023-11-02,Shift1,Full Time,19
2023-11-02,Shift1,Full Time,53
2023-11-02,Shift1,Full Time,174
2023-11-02,Shift1,Full Time,119
2023-11-02,Shift1,Full Time,158
2023-11-02,Shift1,Full Time,146
2023-11-02,Shift1,Full Time,122
2023-11-02,Shift1,Full Time,89
2023-11-02,Shift1,Full Time,34
2023-11-02,Shift1,Full Time,168
2023-11-02,Shift1,Full Time,85
2023-11-02,Shift1,Full Time,97
2023-11-02,Shift1,Full Time,110
2023-11-02,Shift1,Full Time,36
2023-11-02,Shift1,Full Time,62
2023-11-02,Shift1,Full Time,196
2023-11-02,Shift1,Full Time,98
2023-11-02,Shift1,Full Time,111
2023-11-02,Shift1,Full Time,187
2023-11-02,Shift1,Full Time,65
2023-11-02,Shift1,Full Time,78
2023-11-02,Shift1,Full Time,126
2023-11-02,Shift1,Full Time,134
2023-11-02,Shift2,Full Time,7
2023-11-02,Shift2,Full Time,149
2023-11-02,Shift2,Full Time,52
2023-11-02,Shift2,Full Time,199
2023-11-02,Shift2,Full Time,163
2023-11-02,Shift2,Full Time,117
2023-11-02,Shift2,Full Time,198
2023-11-02,Shift2,Full Time,29
2023-11-02,Shift2,Full Time,69
2023-11-02,Shift2,Full Time,123
2023-11-02,Shift2,Full Time,74
2023-11-02,Shift2,Full Time,128
2023-11-02,Shift2,Full Time,127
2023-11-02,Shift2,Full Time,67
2023-11-02,Shift2,Full Time,147
2023-11-02,Shift2,Full Time,26
2023-11-02,Shift2,Full Time,157
2023-11-02,Shift2,Full Time,108
2023-11-02,Shift2,Full Time,162
2023-11-02,Shift2,Full Time,55
2023-11-02,Shift2,Full Time,49
2023-11-02,Shift2,Full Time,94
2023-11-02,Shift2,Full Time,195
2023-11-02,Shift2,Full Time,144
2023-11-02,Shift2,Full Time,46
2023-11-02,Shift2,Full Time,88
2023-11-02,Shift2,Full Time,58
2023-11-02,Shift2,Full Time,8
2023-11-02,Shift2,Full Time,72
2023-11-02,Shift2,Full Time,172
2023-11-02,Shift2,Full Time,100
2023-11-02,Shift2,Full Time,38
2023-11-02,Shift2,Full Time,140
2023-11-02,Shift2,Full Time,10
2023-11-02,Shift3,Full Time,73
2023-11-02,Shift3,Full Time,68
2023-11-02,Shift3,Full Time,151
2023-11-02,Shift3,Full Time,9
2023-11-02,Shift3,Full Time,82
2023-11-02,Shift3,Full Time,84
2023-11-02,Shift3,Full Time,135
2023-11-02,Shift3,Full Time,93
2023-11-02,Shift3,Full Time,145
2023-11-02,Shift3,Full Time,106
2023-11-02,Shift3,Full Time,182
2023-11-02,Shift3,Full Time,2
2023-11-02,Shift3,Full Time,175
2023-11-02,Shift3,Full Time,32
2023-11-02,Shift3,Full Time,148
2023-11-02,Shift3,Full Time,155
2023-11-02,Shift3,Full Time,194
2023-11-02,Shift3,Full Time,22
2023-11-02,Shift3,Full Time,12
2023-11-02,Shift3,Full Time,24
2023-11-02,Shift3,Full Time,160
2023-11-02,Shift3,Full Time,185
2023-11-02,Shift3,Full Time,142
2023-11-02,Shift3,Full Time,169
2023-11-02,Shift3,Full Time,152
2023-11-02,Shift3,Full Time,79
2023-11-02,Shift3,Full Time,14
2023-11-02,Shift3,Full Time,87
2023-11-02,Shift3,Full Time,105
2023-11-02,Shift3,Full Time,181
2023-11-02,Shift3,Full Time,17
2023-11-02,Shift4,Full Time,138
2023-11-02,Shift4,Full Time,90
2023-11-02,Shift4,Full Time,179
2023-11-02,Shift4,Full Time,77
2023-11-02,Shift4,Full Time,56
2023-11-02,Shift4,Full Time,103
2023-11-02,Shift4,Full Time,190
2023-11-02,Shift4,Full Time,109
2023-11-02,Shift4,Full Time,75
2023-11-02,Shift4,Full Time,59
2023-11-02,Shift4,Full Time,150
2023-11-02,Shift4,Full Time,50
2023-11-02,Shift4,Full Time,41
2023-11-02,Shift4,Full Time,107
2023-11-02,Shift4,Full Time,64
2023-11-02,Shift4,Full Time,192
2023-11-02,Shift4,Full Time,27
2023-11-02,Shift4,Full Time,165
2023-11-02,Shift4,Full Time,129
2023-11-02,Shift4,Full Time,183
2023-11-02,Shift4,Full Time,51
2023-11-02,Shift4,Full Time,96
2023-11-02,Shift4,Full Time,171
2023-11-02,Shift4,Full Time,167
2023-11-02,Shift4,Full Time,21
2023-11-02,Shift4,Full Time,180
2023-11-02,Shift4,Full Time,159
2023-11-02,Shift4,Full Time,133
2023-11-02,Shift4,Full Time,173
2023-11-02,Shift4,Full Time,143
2023-11-02,Shift4,Full Time,156
2023-11-02,Shift4,Full Time,177
2023-11-02,Shift4,Full Time,178
2023-11-02,Shift4,Full Time,112
2023-11-02,Shift4,Full Time,80
2023-11-02,Shift4,Full Time,184
2023-11-02,Shift4,Full Time,25
2023-11-02,Shift4,Full Time,188
2023-11-02,Shift5,Full Time,153
2023-11-02,Shift5,Full Time,121
2023-11-02,Shift5,Full Time,176
2023-11-02,Shift5,Full Time,161
2023-11-02,Shift5,Full Time,37
2023-11-02,Shift5,Full Time,132
2023-11-02,Shift5,Full Time,16
2023-11-02,Shift5,Full Time,115
2023-11-02,Shift5,Full Time,35
2023-11-02,Shift5,Full Time,101
2023-11-02,Shift5,Full Time,113
2023-11-02,Shift5,Full Time,63
2023-11-02,Shift5,Full Time,48
2023-11-02,Shift5,Full Time,5
2023-11-02,Shift5,Full Time,186
2023-11-02,Shift5,Full Time,61
2023-11-02,Shift5,Full Time,6
2023-11-02,Shift5,Full Time,139
2023-11-02,Shift5,Full Time,23
2023-11-02,Shift5,Full Time,60
2023-11-02,Shift5,Full Time,131
2023-11-02,Shift5,Full Time,91
2023-11-02,Shift5,Full Time,1
2023-11-02,Shift5,Full Time,54
2023-11-02,Shift5,Full Time,31
2023-11-02,Shift5,Full Time,99
2023-11-02,Shift5,Full Time,42
2023-11-02,Shift5,Full Time,191
2023-11-02,Shift5,Full Time,3
2023-11-02,Shift5,Full Time,70
2023-11-02,Shift5,Full Time,189
2023-11-02,Shift5,Full Time,124
2023-11-02,Shift5,Full Time,57
2023-11-02,Shift6,Full Time,30
2023-11-02,Shift6,Full Time,166
2023-11-02,Shift6,Full Time,86
2023-11-02,Shift6,Full Time,28
2023-11-02,Shift6,Full Time,20
2023-11-02,Shift6,Full Time,92
2023-11-02,Shift6,Full Time,136
2023-11-02,Shift6,Full Time,193
2023-11-02,Shift6,Full Time,15
2023-11-02,Shift6,Full Time,170
2023-11-02,Shift6,Full Time,130
2023-11-02,Shift6,Full Time,83
2023-11-02,Shift6,Full Time,4
2023-11-02,Shift6,Full Time,66
2023-11-02,Shift6,Full Time,13
2023-11-02,Shift6,Full Time,71
2023-11-02,Shift6,Full Time,33
2023-11-02,Shift6,Full Time,141
2023-11-02,Shift6,Full Time,76
2023-11-02,Shift6,Full Time,118
2023-11-02,Shift6,Full Time,164
2023-11-02,Shift6,Full Time,120
2023-11-02,Shift6,Full Time,104
2023-11-02,Shift6,Full Time,81
2023-11-02,Shift6,Full Time,45
2023-11-02,Shift6,Full Time,39
2023-11-02,Shift6,Full Time,44
2023-11-02,Shift6,Full Time,18
2023-11-02,Shift6,Full Time,0
2023-11-02,Shift6,Full Time,197
2023-11-02,Shift6,Full Time,40
2023-11-02,Shift6,Full Time,125
2023-11-02,Shift6,Full Time,137
2023-11-02,Shift6,Full Time,114
2023-11-03,Shift1,Full Time,165
2023-11-03,Shift1,Full Time,166
2023-11-03,Shift1,Full Time,139
2023-11-03,Shift1,Full Time,137
2023-11-03,Shift1,Full Time,173
2023-11-03,Shift1,Full Time,121
2023-11-03,Shift1,Full Time,23
2023-11-03,Shift1,Full Time,66
2023-11-03,Shift1,Full Time,7
2023-11-03,Shift1,Full Time,78
2023-11-03,Shift1,Full Time,160
2023-11-03,Shift1,Full Time,10
2023-11-03,Shift1,Full Time,45
2023-11-03,Shift1,Full Time,68
2023-11-03,Shift1,Full Time,135
2023-11-03,Shift1,Full Time,80
2023-11-03,Shift1,Full Time,140
2023-11-03,Shift1,Full Time,82
2023-11-03,Shift1,Full Time,63
2023-11-03,Shift1,Full Time,31
2023-11-03,Shift1,Full Time,111
2023-11-03,Shift1,Full Time,56
2023-11-03,Shift1,Full Time,104
2023-11-03,Shift1,Full Time,52
2023-11-03,Shift1,Full Time,97
2023-11-03,Shift1,Full Time,172
2023-11-03,Shift1,Full Time,19
2023-11-03,Shift1,Full Time,61
2023-11-03,Shift1,Full Time,183
2023-11-03,Shift1,Full Time,118
2023-11-03,Shift1,Full Time,193
2023-11-03,Shift1,Full Time,197
2023-11-03,Shift1,Full Time,154
2023-11-03,Shift1,Full Time,0
2023-11-03,Shift1,Full Time,188
2023-11-03,Shift1,Full Time,89
2023-11-03,Shift1,Full Time,37
2023-11-03,Shift1,Full Time,131
2023-11-03,Shift1,Full Time,43
2023-11-03,Shift1,Full Time,79
2023-11-03,Shift1,Full Time,15
2023-11-03,Shift1,Full Time,153
2023-11-03,Shift2,Full Time,145
2023-11-03,Shift2,Full Time,50
2023-11-03,Shift2,Full Time,161
2023-11-03,Shift2,Full Time,167
2023-11-03,Shift2,Full Time,44
2023-11-03,Shift2,Full Time,57
2023-11-03,Shift2,Full Time,11
2023-11-03,Shift2,Full Time,198
2023-11-03,Shift2,Full Time,125
2023-11-03,Shift2,Full Time,180
2023-11-03,Shift2,Full Time,33
2023-11-03,Shift2,Full Time,48
2023-11-03,Shift2,Full Time,191
2023-11-03,Shift2,Full Time,144
2023-11-03,Shift2,Full Time,170
2023-11-03,Shift2,Full Time,39
2023-11-03,Shift2,Full Time,25
2023-11-03,Shift2,Full Time,171
2023-11-03,Shift2,Full Time,100
2023-11-03,Shift2,Full Time,132
2023-11-03,Shift2,Full Time,103
2023-11-03,Shift2,Full Time,184
2023-11-03,Shift2,Full Time,27
2023-11-03,Shift2,Full Time,59
2023-11-03,Shift2,Full Time,32
2023-11-03,Shift2,Full Time,169
2023-11-03,Shift2,Full Time,194
2023-11-03,Shift2,Full Time,155
2023-11-03,Shift3,Full Time,142
2023-11-03,Shift3,Full Time,4
2023-11-03,Shift3,Full Time,146
2023-11-03,Shift3,Full Time,47
2023-11-03,Shift3,Full Time,109
2023-11-03,Shift3,Full Time,20
2023-11-03,Shift3,Full Time,110
2023-11-03,Shift3,Full Time,65
2023-11-03,Shift3,Full Time,92
2023-11-03,Shift3,Full Time,76
2023-11-03,Shift3,Full Time,46
2023-11-03,Shift3,Full Time,192
2023-11-03,Shift3,Full Time,185
2023-11-03,Shift3,Full Time,195
2023-11-03,Shift3,Full Time,6
2023-11-03,Shift3,Full Time,187
2023-11-03,Shift3,Full Time,119
2023-11-03,Shift3,Full Time,36
2023-11-03,Shift3,Full Time,174
2023-11-03,Shift3,Full Time,21
2023-11-03,Shift3,Full Time,159
2023-11-03,Shift3,Full Time,54
2023-11-03,Shift3,Full Time,58
2023-11-03,Shift3,Full Time,72
2023-11-03,Shift3,Full Time,130
2023-11-03,Shift3,Full Time,29
2023-11-03,Shift3,Full Time,26
2023-11-03,Shift3,Full Time,86
2023-11-03,Shift3,Full Time,116
2023-11-03,Shift3,Full Time,8
2023-11-03,Shift3,Full Time,22
2023-11-03,Shift3,Full Time,67
2023-11-03,Shift3,Full Time,13
2023-11-03,Shift3,Full Time,133
2023-11-03,Shift3,Full Time,16
2023-11-03,Shift3,Full Time,179
2023-11-03,Shift3,Full Time,40
2023-11-03,Shift3,Full Time,189
2023-11-03,Shift4,Full Time,99
2023-11-03,Shift4,Full Time,199
2023-11-03,Shift4,Full Time,74
2023-11-03,Shift4,Full Time,101
2023-11-03,Shift4,Full Time,73
2023-11-03,Shift4,Full Time,177
2023-11-03,Shift4,Full Time,163
2023-11-03,Shift4,Full Time,88
2023-11-03,Shift4,Full Time,117
2023-11-03,Shift4,Full Time,95
2023-11-03,Shift4,Full Time,129
2023-11-03,Shift4,Full Time,41
2023-11-03,Shift4,Full Time,62
2023-11-03,Shift4,Full Time,178
2023-11-03,Shift4,Full Time,149
2023-11-03,Shift4,Full Time,94
2023-11-03,Shift4,Full Time,120
2023-11-03,Shift4,Full Time,38
2023-11-03,Shift4,Full Time,18
2023-11-03,Shift4,Full Time,69
2023-11-03,Shift4,Full Time,112
2023-11-03,Shift4,Full Time,126
2023-11-03,Shift4,Full Time,30
2023-11-03,Shift4,Full Time,136
2023-11-03,Shift4,Full Time,1
2023-11-03,Shift4,Full Time,168
2023-11-03,Shift4,Full Time,91
2023-11-03,Shift4,Full Time,143
2023-11-03,Shift4,Full Time,115
2023-11-03,Shift4,Full Time,71
2023-11-03,Shift4,Full Time,150
2023-11-03,Shift5,Full Time,147
2023-11-03,Shift5,Full Time,85
2023-11-03,Shift5,Full Time,2
2023-11-03,Shift5,Full Time,24
2023-11-03,Shift5,Full Time,152
2023-11-03,Shift5,Full Time,134
2023-11-03,Shift5,Full Time,114
2023-11-03,Shift5,Full Time,75
2023-11-03,Shift5,Full Time,14
2023-11-03,Shift5,Full Time,64
2023-11-03,Shift5,Full Time,34
2023-11-03,Shift5,Full Time,156
2023-11-03,Shift5,Full Time,5
2023-11-03,Shift5,Full Time,28
2023-11-03,Shift5,Full Time,55
2023-11-03,Shift5,Full Time,157
2023-11-03,Shift5,Full Time,138
2023-11-03,Shift5,Full Time,151
2023-11-03,Shift5,Full Time,122
2023-11-03,Shift5,Full Time,181
2023-11-03,Shift5,Full Time,70
2023-11-03,Shift5,Full Time,190
2023-11-03,Shift5,Full Time,127
2023-11-03,Shift5,Full Time,176
2023-11-03,Shift5,Full Time,12
2023-11-03,Shift5,Full Time,182
2023-11-03,Shift5,Full Time,124
2023-11-03,Shift6,Full Time,3
2023-11-03,Shift6,Full Time,148
2023-11-03,Shift6,Full Time,162
2023-11-03,Shift6,Full Time,186
2023-11-03,Shift6,Full Time,175
2023-11-03,Shift6,Full Time,158
2023-11-03,Shift6,Full Time,141
2023-11-03,Shift6,Full Time,108
2023-11-03,Shift6,Full Time,123
2023-11-03,Shift6,Full Time,196
2023-11-03,Shift6,Full Time,83
2023-11-03,Shift6,Full Time,106
2023-11-03,Shift6,Full Time,77
2023-11-03,Shift6,Full Time,49
2023-11-03,Shift6,Full Time,84
2023-11-03,Shift6,Full Time,17
2023-11-03,Shift6,Full Time,90
2023-11-03,Shift6,Full Time,53
2023-11-03,Shift6,Full Time,102
2023-11-03,Shift6,Full Time,81
2023-11-03,Shift6,Full Time,128
2023-11-03,Shift6,Full Time,113
2023-11-03,Shift6,Full Time,98
2023-11-03,Shift6,Full Time,51
2023-11-03,Shift6,Full Time,35
2023-11-03,Shift6,Full Time,9
2023-11-03,Shift6,Full Time,42
2023-11-03,Shift6,Full Time,107
2023-11-03,Shift6,Full Time,164
2023-11-03,Shift6,Full Time,93
2023-11-03,Shift6,Full Time,96
2023-11-03,Shift6,Full Time,105
2023-11-03,Shift6,Full Time,60
2023-11-03,Shift6,Full Time,87
2023-11-04,Shift1,Full Time,191
2023-11-04,Shift1,Full Time,37
2023-11-04,Shift1,Full Time,70
2023-11-04,Shift1,Full Time,30
2023-11-04,Shift1,Full Time,116
2023-11-04,Shift1,Full Time,66
2023-11-04,Shift1,Full Time,23
2023-11-04,Shift1,Full Time,162
2023-11-04,Shift1,Full Time,161
2023-11-04,Shift1,Full Time,108
2023-11-04,Shift1,Full Time,133
2023-11-04,Shift1,Full Time,3
2023-11-04,Shift1,Full Time,75
2023-11-04,Shift1,Full Time,141
2023-11-04,Shift1,Full Time,146
2023-11-04,Shift1,Full Time,136
2023-11-04,Shift1,Full Time,71
2023-11-04,Shift1,Full Time,86
2023-11-04,Shift1,Full Time,166
2023-11-04,Shift1,Full Time,61
2023-11-04,Shift1,Full Time,142
2023-11-04,Shift1,Full Time,100
2023-11-04,Shift1,Full Time,177
2023-11-04,Shift1,Full Time,130
2023-11-04,Shift1,Full Time,153
2023-11-04,Shift1,Full Time,167
2023-11-04,Shift1,Full Time,175
2023-11-04,Shift1,Full Time,74
2023-11-04,Shift1,Full Time,122
2023-11-04,Shift1,Full Time,49
2023-11-04,Shift1,Full Time,50
2023-11-04,Shift2,Full Time,26
2023-11-04,Shift2,Full Time,115
2023-11-04,Shift2,Full Time,96
2023-11-04,Shift2,Full Time,63
2023-11-04,Shift2,Full Time,157
2023-11-04,Shift2,Full Time,29
2023-11-04,Shift2,Full Time,80
2023-11-04,Shift2,Full Time,17
2023-11-04,Shift2,Full Time,184
2023-11-04,Shift2,Full Time,173
2023-11-04,Shift2,Full Time,110
2023-11-04,Shift2,Full Time,47
2023-11-04,Shift2,Full Time,111
2023-11-04,Shift2,Full Time,195
2023-11-04,Shift2,Full Time,140
2023-11-04,Shift2,Full Time,33
2023-11-04,Shift2,Full Time,85
2023-11-04,Shift2,Full Time,109
2023-11-04,Shift2,Full Time,159
2023-11-04,Shift2,Full Time,103
2023-11-04,Shift2,Full Time,10
2023-11-04,Shift2,Full Time,169
2023-11-04,Shift2,Full Time,81
2023-11-04,Shift2,Full Time,174
2023-11-04,Shift2,Full Time,168
2023-11-04,Shift3,Full Time,56
2023-11-04,Shift3,Full Time,88
2023-11-04,Shift3,Full Time,129
2023-11-04,Shift3,Full Time,134
2023-11-04,Shift3,Full Time,128
2023-11-04,Shift3,Full Time,117
2023-11-04,Shift3,Full Time,160
2023-11-04,Shift3,Full Time,35
2023-11-04,Shift3,Full Time,121
2023-11-04,Shift3,Full Time,34
2023-11-04,Shift3,Full Time,58
2023-11-04,Shift3,Full Time,6
2023-11-04,Shift3,Full Time,187
2023-11-04,Shift3,Full Time,84
2023-11-04,Shift3,Full Time,185
2023-11-04,Shift3,Full Time,68
2023-11-04,Shift3,Full Time,9
2023-11-04,Shift3,Full Time,165
2023-11-04,Shift3,Full Time,98
2023-11-04,Shift3,Full Time,105
2023-11-04,Shift3,Full Time,36
2023-11-04,Shift3,Full Time,101
2023-11-04,Shift3,Full Time,170
2023-11-04,Shift3,Full Time,198
2023-11-04,Shift3,Full Time,186
2023-11-04,Shift3,Full Time,79
2023-11-04,Shift3,Full Time,124
2023-11-04,Shift3,Full Time,143
2023-11-04,Shift3,Full Time,91
2023-11-04,Shift3,Full Time,182
2023-11-04,Shift3,Full Time,120
2023-11-04,Shift4,Full Time,13
2023-11-04,Shift4,Full Time,89
2023-11-04,Shift4,Full Time,40
2023-11-04,Shift4,Full Time,99
2023-11-04,Shift4,Full Time,104
2023-11-04,Shift4,Full Time,39
2023-11-04,Shift4,Full Time,125
2023-11-04,Shift4,Full Time,92
2023-11-04,Shift4,Full Time,95
2023-11-04,Shift4,Full Time,139
2023-11-04,Shift4,Full Time,194
2023-11-04,Shift4,Full Time,60
2023-11-04,Shift4,Full Time,151
2023-11-04,Shift4,Full Time,163
2023-11-04,Shift4,Full Time,32
2023-11-04,Shift4,Full Time,72
2023-11-04,Shift4,Full Time,22
2023-11-04,Shift4,Full Time,192
2023-11-04,Shift4,Full Time,18
2023-11-04,Shift4,Full Time,2
2023-11-04,Shift4,Full Time,90
2023-11-04,Shift4,Full Time,132
2023-11-04,Shift4,Full Time,7
2023-11-04,Shift4,Full Time,97
2023-11-04,Shift4,Full Time,73
2023-11-04,Shift4,Full Time,156
2023-11-04,Shift4,Full Time,158
2023-11-04,Shift4,Full Time,183
2023-11-04,Shift4,Full Time,21
2023-11-04,Shift5,Full Time,107
2023-11-04,Shift5,Full Time,53
2023-11-04,Shift5,Full Time,46
2023-11-04,Shift5,Full Time,149
2023-11-04,Shift5,Full Time,190
2023-11-04,Shift5,Full Time,1
2023-11-04,Shift5,Full Time,172
2023-11-04,Shift5,Full Time,113
2023-11-04,Shift5,Full Time,65
2023-11-04,Shift5,Full Time,55
2023-11-04,Shift5,Full Time,114
2023-11-04,Shift5,Full Time,0
2023-11-04,Shift5,Full Time,12
2023-11-04,Shift5,Full Time,42
2023-11-04,Shift5,Full Time,135
2023-11-04,Shift5,Full Time,102
2023-11-04,Shift5,Full Time,44
2023-11-04,Shift5,Full Time,196
